age,marital,duration,job=admin.,job=blue-collar,job=entrepreneur,job=housemaid,job=management,job=retired,job=self-employed,job=services,job=student,job=technician,job=unemployed,education=basic.4y,education=basic.6y,education=basic.9y,education=high.school,education=professional.course,education=university.degree,default=no,default=yes,housing=no,housing=yes,loan=no,loan=yes,contact=cellular,contact=telephone,month=apr,month=aug,month=dec,month=jul,month=jun,month=mar,month=may,month=nov,month=oct,month=sep,day_of_week=fri,day_of_week=mon,day_of_week=thu,day_of_week=tue,day_of_week=wed,y
-1.9495974874801891,0.0,765.3976386453514,-7.5902255581966385,6.7127590978054075,13.56382934404967,1.332906081212036,19.88479083249556,3.5460860083615917,14.309438672253018,1.3732638183972776,11.013560611644177,11.176252494428134,4.781046168062454,17.107212086897317,15.116920277458211,12.4020999163291,-7.320242013435806,17.958122954184663,-4.48586414317589,-1.9223658666713248,15.27125883370264,-2.056450236130343,5.1481816755631495,-7.288071456195806,14.555184495775066,-0.6039433714579124,11.93799170226737,15.18904264275276,14.971220254577288,10.907399127634624,11.820468585291259,11.642734180875095,8.55631456844296,4.299357588417589,-1.4860812015491511,6.992790814970464,14.209245895117906,2.0403268492149205,10.845457125716592,3.0799525171069684,-0.24959311743692494,1.1715337414470035,1.0
-44.58623360344071,0.0,179.9321046280229,-7.995131068303858,13.632769559013251,11.02981311814092,5.0882105355416405,18.176508202863346,13.980046406720055,9.330362945493448,7.17384495674945,9.320171147854541,-2.3618564208545108,6.795811355734395,7.251655481335467,4.94069435275733,16.802854906179263,4.258205273729358,6.377788094061712,-7.424664535602431,-12.451831762837243,0.818071599362951,1.4879328994368768,-5.3857194118852,-0.271545475989285,2.641200613067224,-7.595400421627619,-6.107155218550625,1.0467311481362729,11.815237567734293,8.208334242127851,2.779211745502617,14.643056485659319,17.659931334096875,-4.217313721941711,10.824089068896061,4.863943103085795,-0.14530952464694014,10.297992033470173,3.3753514100043507,1.7318837526197262,8.348112870536319,11.074708682854002,0.0
-46.14178521588744,1.0,442.50467403802145,-3.7669746497824117,24.50901877786277,2.741511405908719,5.6777926923206365,4.936242897036998,18.014114073885807,4.711688753334677,5.792929277208342,-0.0016378640839739278,-6.222512568282914,1.8811168882991167,18.69562711055876,4.9739774247002275,4.021904336250017,-3.9818372019186343,15.192131270016322,-11.959659900629688,-2.210323694205449,1.7642531635083163,12.769788778695096,-2.088641533257987,5.438917405249793,8.656616020361831,2.500552498206847,-6.56477875311664,5.959103024134738,0.9474562709851719,6.4241197324181964,-6.871857289342168,4.149272734395455,8.403273780510634,-6.958356499929113,13.658825390441862,13.162592849240909,5.406541398929802,7.244470359950741,-0.8521566527972985,6.785766901771854,17.555579569007485,1.4934419918442035,0.0
-44.58623360342897,1.0,179.93210462802762,-7.995131068303305,13.632769559010962,11.029813118139316,5.088210535539699,18.17650820286127,13.980046406718008,9.330362945491345,7.173844956747961,9.320171147853108,-2.361856420853783,6.7958113557324,7.251655481333373,4.9406943527551155,16.80285490617779,4.258205273728567,6.377788094061158,-7.424664535601749,-12.451831762834843,0.8180715993614919,1.4879328994360992,-5.385719411884706,-0.2715454759885986,2.641200613067278,-7.595400421627107,-6.107155218550344,1.0467311481349868,11.815237567732114,8.208334242125618,2.779211745501693,14.643056485658404,17.659931334095006,-4.21731372194191,10.824089068895114,4.863943103084526,-0.14530952464703573,10.29799203346945,3.3753514100042783,1.7318837526187647,8.348112870535584,11.074708682853071,0.0
-44.58612777780487,1.0,179.93215470647803,-7.995126305070143,13.632749105529532,11.029798852977862,5.088192940536315,18.176489898405514,13.980028206963905,9.330344039985665,7.17383159080005,9.320158369123963,-2.361849843285072,6.795793330294707,7.251636571194279,4.940674253291843,16.80284206068174,4.2581981998515746,6.377783260452324,-7.424658574694671,-12.45181025136859,0.8180582617927715,1.4879258315987796,-5.38571509652432,-0.2715391971375773,2.641201206233918,-7.595396031231642,-6.1071528783481455,1.046719405894829,11.815218058637102,8.208314104499843,2.7792033870632147,14.643048669062441,17.659914893916095,-4.217315708460135,10.824080808273466,4.8639316598124145,-0.14531040610499113,10.29798580675354,3.3753508757123467,1.731875010504677,8.34810645211588,11.074700577296747,0.0
-44.58623360344071,0.0,179.9321046280229,-7.995131068303858,13.632769559013251,11.02981311814092,5.0882105355416405,18.176508202863346,13.980046406720055,9.330362945493448,7.17384495674945,9.320171147854541,-2.3618564208545108,6.795811355734395,7.251655481335467,4.94069435275733,16.802854906179263,4.258205273729358,6.377788094061712,-7.424664535602431,-12.451831762837243,0.818071599362951,1.4879328994368768,-5.3857194118852,-0.271545475989285,2.641200613067224,-7.595400421627619,-6.107155218550625,1.0467311481362729,11.815237567734293,8.208334242127851,2.779211745502617,14.643056485659319,17.659931334096875,-4.217313721941711,10.824089068896061,4.863943103085795,-0.14530952464694014,10.297992033470173,3.3753514100043507,1.7318837526197262,8.348112870536319,11.074708682854002,0.0
-44.58623360344071,0.0,179.9321046280229,-7.995131068303858,13.632769559013251,11.02981311814092,5.0882105355416405,18.176508202863346,13.980046406720055,9.330362945493448,7.17384495674945,9.320171147854541,-2.3618564208545108,6.795811355734395,7.251655481335467,4.94069435275733,16.802854906179263,4.258205273729358,6.377788094061712,-7.424664535602431,-12.451831762837243,0.818071599362951,1.4879328994368768,-5.3857194118852,-0.271545475989285,2.641200613067224,-7.595400421627619,-6.107155218550625,1.0467311481362729,11.815237567734293,8.208334242127851,2.779211745502617,14.643056485659319,17.659931334096875,-4.217313721941711,10.824089068896061,4.863943103085795,-0.14530952464694014,10.297992033470173,3.3753514100043507,1.7318837526197262,8.348112870536319,11.074708682854002,0.0
-1.9495901523385273,1.0,765.3976922400196,-7.590226192790409,6.712756143932959,13.563831140367963,1.3329053600357277,19.88479331369693,3.54608360691824,14.30944026531412,1.3732630848089693,11.013562439977315,11.176255382323326,4.781046649400744,17.107211823247795,15.116921961011947,12.402101307297162,-7.320242567553478,17.95812341329162,-4.4858629026545795,-1.9223658188752875,15.271261075632836,-2.05645269703054,5.1481828767511,-7.288073568656651,14.555185474835792,-0.6039438867507314,11.937994773408434,15.18904417476369,14.971222582280458,10.90739987178175,11.820471687895257,11.642735424660572,8.556314593845094,4.299359457004139,-1.486083715342675,6.992789790889642,14.209247356215169,2.0403259854167732,10.845459067318911,3.0799519020056376,-0.24959607278877974,1.171533688015781,1.0
-1.9495901523385273,1.0,765.3976922400196,-7.590226192790409,6.712756143932959,13.563831140367963,1.3329053600357277,19.88479331369693,3.54608360691824,14.30944026531412,1.3732630848089693,11.013562439977315,11.176255382323326,4.781046649400744,17.107211823247795,15.116921961011947,12.402101307297162,-7.320242567553478,17.95812341329162,-4.4858629026545795,-1.9223658188752875,15.271261075632836,-2.05645269703054,5.1481828767511,-7.288073568656651,14.555185474835792,-0.6039438867507314,11.937994773408434,15.18904417476369,14.971222582280458,10.90739987178175,11.820471687895257,11.642735424660572,8.556314593845094,4.299359457004139,-1.486083715342675,6.992789790889642,14.209247356215169,2.0403259854167732,10.845459067318911,3.0799519020056376,-0.24959607278877974,1.171533688015781,1.0
-46.14127293478004,0.0,442.5041430442178,-3.766964216878135,24.508888702972857,2.7414673121059745,5.677706546262474,4.93619396955053,18.014014909007617,4.711611618128486,5.792869208507792,-0.0016717908271618722,-6.222469671689955,1.881044844829314,18.695502772487238,4.973880897185991,4.02188024968249,-3.9818469363629725,15.192082189882656,-11.9596179818202,-2.21025057245828,1.7641863956035546,12.769721731765877,-2.088630514234066,5.4389307555615725,8.656601197139866,2.500543906959138,-6.5647661815233525,5.9590322601752765,0.9473945954163752,6.424028360330182,-6.8718690420417,4.1492660565506005,8.40322209612335,-6.958357979269227,13.65877743260912,13.162513573141204,5.4065208626305035,7.2444494555581915,-0.852146798717861,6.785710115642228,17.555521730822846,1.493431247348795,0.0
-1.9495901523385273,1.0,765.3976922400196,-7.590226192790409,6.712756143932959,13.563831140367963,1.3329053600357277,19.88479331369693,3.54608360691824,14.30944026531412,1.3732630848089693,11.013562439977315,11.176255382323326,4.781046649400744,17.107211823247795,15.116921961011947,12.402101307297162,-7.320242567553478,17.95812341329162,-4.4858629026545795,-1.9223658188752875,15.271261075632836,-2.05645269703054,5.1481828767511,-7.288073568656651,14.555185474835792,-0.6039438867507314,11.937994773408434,15.18904417476369,14.971222582280458,10.90739987178175,11.820471687895257,11.642735424660572,8.556314593845094,4.299359457004139,-1.486083715342675,6.992789790889642,14.209247356215169,2.0403259854167732,10.845459067318911,3.0799519020056376,-0.24959607278877974,1.171533688015781,1.0
-44.58623360344071,1.0,179.9321046280229,-7.995131068303858,13.632769559013251,11.02981311814092,5.0882105355416405,18.176508202863346,13.980046406720055,9.330362945493448,7.17384495674945,9.320171147854541,-2.3618564208545108,6.795811355734395,7.251655481335467,4.94069435275733,16.802854906179263,4.258205273729358,6.377788094061712,-7.424664535602431,-12.451831762837243,0.818071599362951,1.4879328994368768,-5.3857194118852,-0.271545475989285,2.641200613067224,-7.595400421627619,-6.107155218550625,1.0467311481362729,11.815237567734293,8.208334242127851,2.779211745502617,14.643056485659319,17.659931334096875,-4.217313721941711,10.824089068896061,4.863943103085795,-0.14530952464694014,10.297992033470173,3.3753514100043507,1.7318837526197262,8.348112870536319,11.074708682854002,0.0
